artist,artist_mbid,album,album_mbid,track,track_mbid,timestamp,datetime,track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,key,loudness,mode
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Hyperactive Child,04b97944-f094-3e2c-9f0b-197d17622e99,1697654709,2023-10-18 20:45:09,3WO1WRUC3Jj93vAAXbHglN,0.332,0.939,0.199,0.0102,0.0,0.399,0.744,80.092,37314,3,5,-4.019,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Moral Majority,31d18269-2e88-3548-812c-4ee4a55da2c5,1697654594,2023-10-18 20:43:14,6GuhvbkqEcvCp2sSqf5v62,0.297,0.903,0.503,0.0222,3.06e-06,0.138,0.0878,157.676,115496,4,2,-6.575,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Religious Vomit,034ba75f-573d-31b4-ac5a-a223bec1d4ba,1697654529,2023-10-18 20:42:09,7HyRIs3Ha53ExrEf2fTZyp,0.437,0.951,0.0924,0.000195,0.0,0.0703,0.718,105.046,64482,4,10,-3.686,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Moon Over Marin,4299b61d-e905-456b-a2eb-2f64010f37a6,1697654262,2023-10-18 20:37:42,2GhSbuIKbpS3XJ7wnWgz1B,0.249,0.869,0.0432,2.72e-05,2.79e-05,0.0849,0.354,158.453,223853,4,11,-4.619,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Dead End,064aabc7-1891-4dd7-a60e-7737125f7362,1697654025,2023-10-18 20:33:45,3jq1CCK2IEHLjIHKgmK9f8,0.235,0.946,0.0535,6.65e-05,0.0,0.113,0.403,175.007,236286,4,11,-5.391,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,I Am the Owl,13150d33-f1c3-35f9-8f96-1cba2b59b926,1697653733,2023-10-18 20:28:53,3bHhViIaKeurKFeax57Fio,0.499,0.819,0.0703,0.000162,0.0196,0.0978,0.609,82.203,291968,4,7,-6.713,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Bleed for Me,66be71cb-8661-45db-8e41-7df6095b6ba6,1697653528,2023-10-18 20:25:28,3AbYQi11L5RDO9QY6EjgOG,0.289,0.962,0.129,0.000194,7.77e-05,0.0946,0.118,102.594,204916,4,9,-5.647,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Riot,87003377-8091-4522-bf99-cf56baafc6c4,1697653171,2023-10-18 20:19:31,1aCf2VZNBccqLAJgzusAdx,0.345,0.96,0.381,0.0133,5.01e-06,0.089,0.074,135.461,357494,4,4,-6.295,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Winnebago Warrior,00b09e3d-4349-4901-9992-34d981107a98,1697653042,2023-10-18 20:17:22,5LcCtjR8QLtoNecXfEt38w,0.463,0.975,0.14,0.000161,0.0,0.0567,0.498,134.129,128615,4,1,-5.614,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Halloween,0f856960-5f52-3ca2-b7b6-e65026f6acd9,1697652827,2023-10-18 20:13:47,4QL6epCx6rlUbDG4TF3sj9,0.236,0.964,0.0935,0.00115,1.93e-06,0.125,0.764,185.157,215179,4,0,-4.993,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Forest Fire,91a1c487-3b26-420f-a22f-5a638c35f853,1697652684,2023-10-18 20:11:24,7q3QfGCZGFTsOuDan8QS0Q,0.27,0.978,0.201,0.000162,0.0,0.15,0.419,141.692,142965,4,1,-4.823,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Buzzbomb,19612932-2a7b-48ef-8fea-babfb4775677,1697652542,2023-10-18 20:09:02,5TGDbGkn5hWchbPmsEec0H,0.314,0.982,0.112,0.000122,0.0,0.237,0.486,139.931,141804,4,11,-4.756,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Well Paid Scientist,04115afc-96dc-4823-90aa-2c9c90bef4e0,1697649822,2023-10-18 19:23:42,2kTFSkDlGLE48WTHJ9BJ3o,0.239,0.938,0.151,0.000511,7.07e-06,0.123,0.351,53.065,142013,4,2,-5.119,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Trust Your Mechanic,873b0b7a-d8ba-456c-a994-ad98b4358aab,1697649645,2023-10-18 19:20:45,2hvR3XzdUoSnoREtyTVnQx,0.276,0.893,0.435,0.000879,0.0,0.212,0.332,180.075,175589,4,10,-6.355,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Terminal Preppie,3c44fccb-8f9c-33f5-96c3-131e411e2aa3,1697649555,2023-10-18 19:19:15,4J4EEk6I0JSfg2b3y1gYwc,0.359,0.988,0.216,0.00527,0.0,0.109,0.543,114.62,90302,4,5,-5.431,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Government Flu,0316205b-5509-3941-9c97-6b6dba787044,1697649433,2023-10-18 19:17:13,1PuMbKR2PHJ5jWW5aj1KzX,0.299,0.996,0.166,5.35e-05,0.0,0.402,0.155,140.714,124041,4,2,-4.905,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Advice From Christmas Past,25788613-0bb5-3583-9ab7-88557734689d,1697649372,2023-10-18 19:16:12,3DsZdGFd1FK0ESdya8qcxK,0.19,0.993,0.181,0.201,0.0,0.547,0.102,146.334,55287,5,2,-9.731,1
The Doors,9efff43b-3b29-4082-824e-bc82f646f93d,Waiting for the Sun,000c6877-99c6-4450-a389-a6574e21517e,Love Street,068a9197-6322-3885-b18e-c62a91b1de62,1697649179,2023-10-18 19:12:59,5Q2Im8o4RthlAMkvUMYwGj,0.709,0.305,0.0397,0.687,0.0,0.265,0.483,118.821,169533,4,9,-14.809,0
Girl Talk,,Night Ripper,44fe85ee-f511-4c89-a156-3e9ed1ce1f5c,That's My DJ,01352ec8-ba59-30b1-bbe0-380893bbfaf6,1697649034,2023-10-18 19:10:34,1M1zcBJY235Pr5VonqiHpD,0.846,0.838,0.108,0.0497,0.000648,0.102,0.878,89.954,128053,4,11,-6.765,1
Weezer,6fe07aa5-fec0-4eca-a456-f29bff451b04,Weezer,039f5a32-73c2-4951-aa81-8885c432bb3b,Surf Wax America,09eb064b-bb9d-4c48-a3ae-9cd1185c1f72,1697648848,2023-10-18 19:07:28,1w8gsT5RBrFfTrLYhDRJIk,0.405,0.916,0.0953,0.000345,0.172,0.274,0.332,164.961,186440,4,6,-7.557,1
SEGA Sound Team,,SONIC HEROES Original Soundtrack (20th Anniversary Edition),,Stage 11: Hang Castle,,1697637878,2023-10-18 16:04:38,0DmdPESkkeZ1Y5foB2z0qm,0.676,0.867,0.0263,0.154,0.354,0.105,0.913,120.026,283333,4,4,-7.412,0
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,Ill Communication,04a3a4c8-7b0d-4751-b050-1a9cc789ad35,Sure Shot,82533ba8-00f9-4c87-bb74-bde769137d9b,1697637539,2023-10-18 15:58:59,21REQ1bCUWphT2QK3bLWYQ,0.692,0.799,0.164,0.388,0.0,0.301,0.549,97.978,199667,4,1,-7.924,1
MF DOOM,188711ed-c99b-439c-844a-ca831f63a727,Operation: Doomsday (Complete),,Go With The Flow,76203ae5-dcd7-3a75-81fa-cd2148a4a598,1697637323,2023-10-18 15:55:23,3pUcJxFI2wjhqmNGNIvunD,0.787,0.699,0.267,0.102,8.74e-06,0.319,0.601,94.271,216920,4,7,-7.243,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,HOE (Heaven on Earth),,1697637110,2023-10-18 15:51:50,4vL0V5MjU3Y1syYtajWW4f,0.473,0.79,0.361,0.402,1.3e-06,0.365,0.68,100.082,203468,3,11,-3.29,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Where Ya Get Ya Coke From?,,1697633922,2023-10-18 14:58:42,6XITRM4V1hVSQXw62diAoj,0.529,0.923,0.434,0.164,0.0,0.397,0.739,102.046,177549,4,7,-4.424,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,HOE (Heaven on Earth),,1697633718,2023-10-18 14:55:18,4vL0V5MjU3Y1syYtajWW4f,0.473,0.79,0.361,0.402,1.3e-06,0.365,0.68,100.082,203468,3,11,-3.29,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Jack Harlow Combo Meal,,1697633580,2023-10-18 14:53:00,3nYRRPC3un32wq7bbHDitX,0.609,0.963,0.326,0.124,0.0,0.0757,0.465,136.96,138921,4,5,-1.313,0
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,God Loves You,,1697633419,2023-10-18 14:50:19,7y2EELtWhCaDU9A0vOYVHv,0.453,0.976,0.466,0.011,0.0,0.745,0.684,124.948,148533,4,1,1.325,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Kingdom Hearts Key (ft. redveil),adbe532a-1d91-485d-9fab-9d9b3a32a570,1697633214,2023-10-18 14:46:54,0VA5FzFlysCcSG1IdOkhUb,0.343,0.946,0.183,0.0722,0.0,0.321,0.357,135.647,205520,4,6,-1.383,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Orange Juice Jones,,1697633073,2023-10-18 14:44:33,6kRjMNfcKqzZIM46JiIEgZ,0.609,0.938,0.271,0.395,0.0,0.644,0.888,150.469,140800,4,6,-0.171,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Shut Yo Bitch Ass Up / Muddy Waters,,1697632898,2023-10-18 14:41:38,2eZuFG3KSALN1BowCuSB1A,0.471,0.939,0.396,0.0134,5.3e-06,0.359,0.724,88.117,174700,4,1,-3.456,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Burfict!,,1697632757,2023-10-18 14:39:17,5IZpEuLMO5lEmN1Rr008p8,0.592,0.976,0.378,0.134,0.0,0.122,0.749,137.864,141031,4,4,2.383,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Fentanyl Tester,,1697632599,2023-10-18 14:36:39,4pfhCrRk6P2tMU2D0Mb2z5,0.721,0.963,0.377,0.318,0.0,0.917,0.868,158.563,157410,4,0,0.551,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Garbage Pale Kids,,1697632431,2023-10-18 14:33:51,73pz1RTwUBpKO286c9zhzT,0.635,0.964,0.349,0.131,0.0,0.128,0.734,78.454,168107,4,1,1.665,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Scaring The Hoes,,1697632288,2023-10-18 14:31:28,5L0QxWi5Jo4gjw4yHR0kP1,0.552,0.996,0.103,0.244,2.8e-06,0.362,0.689,133.058,142842,4,7,2.343,1
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Steppa Pig,,1697632080,2023-10-18 14:28:00,0LLKhrm54tp36K2MbgBfAA,0.663,0.952,0.325,0.225,0.0,0.104,0.839,148.998,207785,4,5,0.224,0
JPEGMAFIA,c42e60f4-4520-4954-b6e4-82bbdf532c11,SCARING THE HOES,,Lean Beef Patty,,1697631974,2023-10-18 14:26:14,3FsqOTQT3d7c296eStnEnl,0.487,0.964,0.404,0.169,0.0,0.338,0.738,157.08,107567,4,4,-1.582,0
Caroline Polachek,d8f43dc5-4613-48ac-8c23-a62b82f8c67a,Dang,488b9b62-e082-4087-a4e9-97636563a020,Dang,e8ff37c7-1b27-404a-9dfe-4ab0b596c963,1697631788,2023-10-18 14:23:08,7ddHGUPt5bOpVFAtX6TJN8,0.815,0.39,0.0597,0.0194,0.175,0.377,0.522,134.992,165475,4,1,-7.054,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Halloween,0f856960-5f52-3ca2-b7b6-e65026f6acd9,1697631513,2023-10-18 14:18:33,4QL6epCx6rlUbDG4TF3sj9,0.236,0.964,0.0935,0.00115,1.93e-06,0.125,0.764,185.157,215179,4,0,-4.993,1
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Forest Fire,91a1c487-3b26-420f-a22f-5a638c35f853,1697631372,2023-10-18 14:16:12,7q3QfGCZGFTsOuDan8QS0Q,0.27,0.978,0.201,0.000162,0.0,0.15,0.419,141.692,142965,4,1,-4.823,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,"Plastic Surgery Disasters/In God We Trust, Inc.",18d1c89e-a512-4012-8231-b98f3a72f568,Terminal Preppie,3c44fccb-8f9c-33f5-96c3-131e411e2aa3,1697631272,2023-10-18 14:14:32,4J4EEk6I0JSfg2b3y1gYwc,0.359,0.988,0.216,0.00527,0.0,0.109,0.543,114.62,90302,4,5,-5.431,0
Dead Kennedys,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,Fresh Fruit for Rotting Vegetables,038d3b87-705d-3a2c-8f4a-e8cee042b9ea,Viva Las Vegas,006f5812-ccf2-3b12-bd3a-44c745f2af85,1697630609,2023-10-18 14:03:29,3cFstfrvlhDTF7QwNnJaSn,0.343,0.96,0.0755,0.103,7.65e-05,0.0523,0.738,150.705,162293,4,9,-5.154,1
Rocket Juice & The Moon,,Rocket Juice & the Moon,7de318b2-a34e-4da1-b989-b3182e128b81,Poison,476947d9-17f5-409f-b43b-e6b21a30b452,1697629695,2023-10-18 13:48:15,1KuPzt1Somo20P6fGHIMlv,0.574,0.44,0.0491,0.0735,1.45e-05,0.324,0.562,168.677,204242,4,6,-9.917,0
The Chemical Brothers,1946a82a-f927-40c2-8235-38d64f50d043,Got To Keep On,1c6db635-69f7-433b-b204-903727d894b8,Got To Keep On,0c9bc9a5-25de-4147-9646-e1bcefdf9a11,1697629324,2023-10-18 13:42:04,4vh6Rn6FVG4w79JmlZ5p7d,0.721,0.867,0.0528,0.048,0.125,0.0828,0.917,125.005,316680,4,6,-6.209,0
Frost Children,,FLATLINE,e012cff3-075c-48de-a845-d9d211d2484a,FLATLINE,,1697629099,2023-10-18 13:38:19,0i2RbagsiSkoYlyVyY06mj,0.853,0.507,0.395,0.0135,0.00112,0.1,0.611,128.011,225884,4,7,-7.263,1
Beastie Boys,9beb62b2-88db-4cea-801e-162cd344ee53,Paul's Boutique (20th Anniversary Edition / Remastered),,Hey Ladies,03cc8612-0a03-416f-9b49-cde52cfd8762,1697623214,2023-10-18 12:00:14,5ulZo7nk3MByXLvja3NCAc,0.949,0.728,0.211,0.286,0.0,0.0465,0.795,101.718,227773,4,1,-10.653,1
LCD Soundsystem,2aaf7396-6ab8-40f3-9776-a41c42c8e26b,Sound of Silver,21d098df-8327-3503-97e6-22bea515520e,Us v Them,04177a38-752a-4909-9af3-9b2192d91f17,1697620043,2023-10-18 11:07:23,6shyEhv7EqbnL2ZGcMdaHo,0.72,0.914,0.0462,0.00128,0.69,0.0762,0.716,132.469,509733,4,7,-6.07,1
Hot Chocolate,a749130e-c2d8-4a7c-b740-908ea4574961,Everyone's a Winner,,Every 1's a Winner,46d5cc02-87f5-3052-845f-97d940a25255,1697619650,2023-10-18 11:00:50,1DdIcvg2SZ3C8INMoEoHzR,0.721,0.539,0.0293,0.0584,0.528,0.136,0.929,107.845,289093,4,10,-7.36,1
The Clash,,London Calling (Remastered),,Rudie Can't Fail - Remastered,,1697577208,2023-10-17 23:13:28,4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,0.0596,0.00312,0.0,0.0402,0.684,96.989,208867,4,6,-9.37,0
Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,A Collection of Great Dance Songs,02b0e527-7156-4f86-ac3a-a1787606737e,Another Brick In The Wall - 2001 Remastered Version,,1697561087,2023-10-17 18:44:47,7pmNNEJcBcODkrPHEIf7Cy,0.697,0.46,0.0315,0.0619,0.000591,0.0884,0.783,103.909,241200,4,0,-12.333,1
Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,A Collection of Great Dance Songs,02b0e527-7156-4f86-ac3a-a1787606737e,Another Brick In The Wall - 2001 Remastered Version,,1697557121,2023-10-17 17:38:41,7pmNNEJcBcODkrPHEIf7Cy,0.697,0.46,0.0315,0.0619,0.000591,0.0884,0.783,103.909,241200,4,0,-12.333,1
Creedence Clearwater Revival,109958eb-a335-4c5e-907e-597ff4c6af46,Cosmo's Factory (Expanded Edition),,Who'll Stop the Rain,,1697557108,2023-10-17 17:38:28,3Bh6uInhcVBVvLraGZdkKD,0.598,0.797,0.0332,0.0424,0.000407,0.0717,0.622,123.566,147493,4,7,-6.793,1
Goldfinger,87fc1871-b74e-4bf5-a00d-8a89c288008b,Hang-Ups,11cd66a6-9168-4c43-97ab-5fcb057372e6,Superman,0157a06e-1b67-42b5-90e6-e0110a7dbb66,1697556960,2023-10-17 17:36:00,4X3qGigyU6ARi3HP4lWD95,0.429,0.937,0.0573,0.000131,0.0002,0.0807,0.894,194.838,185027,4,2,-3.986,1
